Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
Lucas Paquetá,82,87,24,West Ham United,Brazil,"CAM,CM,CF",46000000,77000,72,78,79,85,69,78,Adult,Good Player
D. Dumfries,82,84,26,Inter,Netherlands,"RWB,RM",34500000,73000,83,63,70,73,78,89,Adult,Good Player
R. Malinovskyi,82,82,29,Atalanta,Ukraine,"CF,CAM",30500000,73000,76,81,83,81,64,80,Adult,Good Player
R. Jiménez,82,82,31,Wolverhampton Wanderers,Mexico,ST,25500000,110000,73,81,76,80,47,82,Senior,Good Player
Josué Chiamulera,82,82,30,Club Athletico Paranaense,Brazil,CB,25000000,23000,78,43,56,64,85,79,Senior,Good Player
Lucas Mantela,82,82,22,Palmeiras,Brazil,GK,27000000,33000,79,87,85,81,35,77,Young,Good Player
B. Chilwell,82,85,25,Chelsea,England,"LWB,LB",37000000,110000,76,60,78,78,78,75,Adult,Good Player
André Silva,82,84,26,RB Leipzig,Portugal,ST,38000000,73000,74,83,70,82,47,78,Adult,Good Player
C. Pulisic,82,88,23,Chelsea,United States,"LW,RW,LM",48000000,120000,87,71,73,86,37,59,Adult,Good Player
J. Pickford,82,84,28,Everton,England,GK,26000000,45000,84,77,87,87,51,80,Adult,Good Player
Sergi Darder,82,82,28,RCD Espanyol de Barcelona,Spain,"CM,CDM,CAM",30500000,30000,82,74,82,83,74,77,Adult,Good Player
W. Orban,82,82,29,RB Leipzig,Hungary,CB,25500000,65000,57,36,53,56,84,81,Adult,Good Player
I. Gueye,82,82,32,Everton,Senegal,"CDM,CM",20500000,53000,67,66,72,78,83,76,Senior,Good Player
Z. Ibrahimović,82,82,40,AC Milan,Sweden,ST,0,63000,58,85,76,77,34,72,Senior,Good Player
Iñigo Martínez,82,82,31,Athletic Club de Bilbao,Spain,CB,21000000,35000,71,56,67,61,82,80,Senior,Good Player
Ł. Fabiański,82,82,37,West Ham United,Poland,GK,3400000,43000,82,82,71,82,49,83,Senior,Good Player
I. Rakitić,82,82,34,Sevilla FC,Croatia,CM,14000000,39000,53,80,86,78,75,68,Senior,Good Player
D. Payet,82,82,35,Olympique de Marseille,France,"CAM,LW,ST",12500000,40000,70,78,84,83,40,65,Senior,Good Player
Rui Patrício,82,82,34,Roma,Portugal,GK,5000000,59000,82,80,77,83,55,80,Senior,Good Player
O. Giroud,82,82,35,AC Milan,France,ST,13000000,66000,42,83,72,73,42,78,Senior,Good Player
S. Kjær,82,82,33,AC Milan,Denmark,CB,14500000,73000,62,54,64,60,84,78,Senior,Good Player
Yuri Berchiche,82,82,32,Athletic Club de Bilbao,Spain,LB,21000000,35000,81,68,76,76,79,82,Senior,Good Player
T. Alderweireld,82,82,33,Royal Antwerp FC,Belgium,CB,14500000,30000,57,55,70,67,85,75,Senior,Good Player
M. Arnautović,82,82,33,Bologna,Austria,ST,19500000,51000,78,82,79,79,44,82,Senior,Good Player
Azpilicueta,82,82,32,Chelsea,Spain,"CB,RWB,RB",20000000,115000,64,55,76,72,84,76,Senior,Good Player
Coutinho,82,82,30,Aston Villa,Brazil,"CAM,LW,CM",29500000,100000,62,79,80,88,52,59,Senior,Good Player
C. Eriksen,82,82,30,Manchester United,Denmark,"CM,CAM,CDM",29000000,135000,61,78,88,80,53,52,Senior,Good Player
Raúl Albiol,82,82,36,Villarreal CF,Spain,CB,5500000,30000,38,41,62,63,85,71,Senior,Good Player
S. Coates,82,82,31,Sporting CP,Uruguay,CB,21000000,19000,68,49,55,62,84,87,Senior,Good Player
L. Digne,82,82,28,Aston Villa,France,LB,27500000,100000,78,69,80,79,77,76,Adult,Good Player
Isco,82,82,30,Sevilla FC,Spain,"CAM,LW,CM",29500000,39000,65,75,80,88,59,58,Senior,Good Player
G. Kondogbia,82,82,29,Atlético de Madrid,Central African Republic,"CM,CDM,CB",29500000,71000,68,75,77,76,81,88,Adult,Good Player
Gabriel Paulista,82,82,31,Valencia CF,Brazil,CB,21000000,44000,67,49,71,65,84,83,Senior,Good Player
Nacho Fernández,82,82,32,Real Madrid CF,Spain,"CB,LB",20000000,155000,75,37,69,70,82,80,Senior,Good Player
K. Volland,82,82,29,AS Monaco,Germany,"ST,CF,CAM",30500000,76000,70,85,79,80,46,84,Adult,Good Player
L. Spinazzola,82,82,29,Roma,Italy,"LWB,LM",27000000,77000,91,64,73,80,78,69,Adult,Good Player
S. Berghuis,82,82,30,Ajax,Netherlands,"CAM,RW",29500000,25000,80,82,83,82,40,69,Senior,Good Player
A. Lopes,82,82,31,Olympique Lyonnais,Portugal,GK,16000000,60000,84,78,71,86,63,80,Senior,Good Player
L. Muriel,82,82,31,Atalanta,Colombia,ST,25500000,70000,89,83,74,86,27,67,Senior,Good Player
W. Zaha,82,82,29,Crystal Palace,Côte d'Ivoire,"LW,CF",30000000,85000,91,79,73,86,37,76,Adult,Good Player
F. Acerbi,82,82,34,Inter,Italy,CB,10000000,59000,62,50,64,64,85,78,Senior,Good Player
E. Ndicka,81,85,22,Eintracht Frankfurt,France,CB,34000000,30000,80,51,71,73,81,79,Young,Good Player
T. Souček,81,83,27,West Ham United,Czech Republic,"CDM,CM",28000000,75000,57,72,73,72,82,85,Adult,Good Player
A. Barák,81,82,27,Fiorentina,Czech Republic,"CF,CM",30000000,41000,74,79,80,81,65,75,Adult,Good Player
M. Terrier,81,84,25,Stade Rennais FC,France,"LW,ST",34000000,61000,85,81,75,78,36,70,Adult,Good Player
D. Raum,81,85,24,RB Leipzig,Germany,"LWB,LM,LB",34500000,49000,87,59,77,78,71,77,Adult,Good Player
Y. Bissouma,81,86,25,Tottenham Hotspur,Mali,"CDM,CM",34500000,88000,72,68,75,79,80,77,Adult,Good Player
A. Areola,81,82,29,West Ham United,France,GK,20000000,64000,85,79,75,84,55,78,Adult,Good Player
I. Sangaré,81,86,24,PSV,Côte d'Ivoire,"CDM,CM",35500000,20000,66,66,73,75,81,86,Adult,Good Player
J. Corona,81,81,29,Sevilla FC,Mexico,"RW,LW",25500000,40000,82,65,80,86,73,67,Adult,Good Player
T. Delaney,81,81,30,Sevilla FC,Denmark,"CDM,CM",21500000,33000,72,71,74,73,82,81,Senior,Good Player
A. Lacazette,81,81,31,Olympique Lyonnais,France,ST,22000000,81000,70,81,76,83,44,74,Senior,Good Player
N. Zaniolo,81,88,22,Roma,Italy,"CF,RW,RM",53000000,71000,87,75,72,82,62,83,Young,Good Player
Neto,81,81,32,AFC Bournemouth,Brazil,GK,13000000,47000,82,78,77,80,54,78,Senior,Good Player
I. Konaté,81,88,23,Liverpool,France,CB,48000000,90000,78,34,57,67,82,80,Adult,Good Player
Pedro Porro,81,87,22,Sporting CP,Spain,"RWB,RM",38500000,15000,82,71,75,80,75,78,Young,Good Player
Cucurella,81,85,23,Chelsea,Spain,"LB,CB,LM",34500000,90000,76,68,78,80,77,74,Adult,Good Player
L. Martínez,81,86,24,Manchester United,Argentina,"CB,LB,CDM",35000000,95000,72,60,76,77,82,83,Adult,Good Player
Matheus Cunha,81,86,23,Atlético de Madrid,Brazil,"ST,CAM,LM",39500000,60000,84,82,75,84,32,74,Adult,Good Player
Pedro Gonçalves,81,86,24,Sporting CP,Portugal,"RW,LW,CF",39000000,19000,76,80,80,84,56,64,Adult,Good Player
M. Taremi,81,81,29,FC Porto,Iran,"ST,CF",25500000,22000,77,80,74,81,38,72,Adult,Good Player
Rodrygo,81,88,21,Real Madrid CF,Brazil,"RW,LW",52500000,130000,88,76,74,84,32,56,Young,Good Player
E. Tapsoba,81,86,23,Bayer 04 Leverkusen,Burkina Faso,CB,35000000,49000,70,54,65,70,83,79,Adult,Good Player
D. Kulusevski,81,87,22,Tottenham Hotspur,Sweden,"RW,CF",41500000,105000,78,77,79,83,56,76,Young,Good Player
Bruno Guimarães,81,86,24,Newcastle United,Brazil,"CM,CDM",38500000,88000,69,67,79,81,76,77,Adult,Good Player
J. Gvardiol,81,89,20,RB Leipzig,Croatia,"CB,LB",53000000,41000,82,54,69,74,80,83,Young,Good Player
J. Musiala,81,90,19,FC Bayern München,Germany,"CM,LM,CAM",55500000,39000,76,73,75,87,63,60,Young,Good Player
S. Obisanya,81,88,22,AFC Richmond,Nigeria,"RM,RB",52500000,55000,89,74,78,81,71,73,Young,Good Player
Pablo Sarabia,81,81,30,Paris Saint-Germain,Spain,"RW,CAM,LW",25000000,95000,73,76,82,82,57,59,Senior,Good Player
Marc Bartra,81,81,31,Trabzonspor,Spain,CB,17500000,44000,71,61,73,73,81,74,Senior,Good Player
Felipe,81,81,33,Atlético de Madrid,Brazil,CB,12500000,57000,59,43,59,61,81,83,Senior,Good Player
H. Maguire,81,82,29,Manchester United,England,CB,24000000,120000,48,57,68,67,80,84,Adult,Good Player
Heberto Gaúcho,81,81,26,Clube Atlético Mineiro,Brazil,"CB,CDM",24500000,43000,71,61,57,63,82,80,Adult,Good Player
Oswaldinato,81,81,30,Flamengo,Brazil,ST,25500000,54000,76,81,67,77,20,78,Senior,Good Player
Nailton Padrenda,81,81,26,Clube Atlético Mineiro,Brazil,"CAM,CF,ST",28000000,47000,82,73,77,82,52,70,Adult,Good Player
Welington Dano,81,81,22,Clube Atlético Mineiro,Brazil,"LB,LM",27500000,37000,79,54,76,79,75,74,Young,Good Player
Adriano Bisesi,81,81,30,RB Bragantino,Brazil,"ST,CF",25500000,27000,78,84,62,72,33,71,Senior,Good Player
Rosival Dourado,81,81,22,Sport Club Corinthians Paulista,Brazil,"CDM,CM,CAM",27000000,31000,77,57,74,77,82,68,Young,Good Player
Adryan Zonta,81,81,30,RB Bragantino,Brazil,"LWB,LB",22000000,23000,93,66,75,76,72,77,Senior,Good Player
G. Mancini,81,83,26,Roma,Italy,CB,28000000,68000,67,45,50,59,81,87,Adult,Good Player
G. Rodríguez,81,82,27,Real Betis Balompié,Argentina,CDM,26500000,30000,51,57,71,68,84,77,Adult,Good Player
D. Upamecano,81,87,23,FC Bayern München,France,CB,37000000,54000,82,43,61,68,80,81,Adult,Good Player
Palhinha,81,83,26,Fulham,Portugal,"CDM,CM",28500000,66000,63,65,70,72,82,89,Adult,Good Player
D. Zakaria,81,86,25,Chelsea,Switzerland,"CDM,CM",34500000,95000,82,64,73,77,80,85,Adult,Good Player
M. Akanji,81,82,26,Manchester City,Switzerland,CB,26500000,120000,77,48,70,74,83,78,Adult,Good Player
A. Zambo Anguissa,81,83,26,Napoli,Cameroon,"CDM,CM",28500000,58000,78,68,71,81,80,84,Adult,Good Player
K. Tierney,81,85,25,Arsenal,Scotland,LB,33000000,82000,84,60,75,78,76,79,Adult,Good Player
M. Rashford,81,85,24,Manchester United,England,"LW,ST",37000000,120000,87,82,75,81,41,71,Adult,Good Player
Richarlison,81,84,25,Tottenham Hotspur,Brazil,"ST,LW",34500000,105000,82,79,72,82,53,79,Adult,Good Player
Gabriel,81,87,24,Arsenal,Brazil,CB,37000000,74000,68,36,60,58,83,80,Adult,Good Player
H. Mkhitaryan,81,81,33,Inter,Armenia,"CAM,CM",16000000,74000,82,79,78,83,56,72,Senior,Good Player
N. Otamendi,81,81,34,SL Benfica,Argentina,CB,8500000,18000,63,57,62,59,83,81,Senior,Good Player
M. Götze,81,81,30,Eintracht Frankfurt,Germany,"CAM,ST,CM",25000000,38000,67,74,83,84,55,67,Senior,Good Player
C. Smalling,81,81,32,Roma,England,CB,16500000,68000,62,47,58,60,83,80,Senior,Good Player
N. Pope,81,81,30,Newcastle United,England,GK,17000000,75000,80,82,75,83,49,80,Senior,Good Player
Rafael Tolói,81,81,31,Atalanta,Italy,CB,17500000,55000,67,52,59,65,82,82,Senior,Good Player
E. Cavani,81,81,35,Valencia CF,Uruguay,ST,11000000,37000,61,83,68,72,51,73,Senior,Good Player
É. Banega,81,81,34,Al Shabab,Argentina,"CM,CDM,CAM",12000000,47000,62,74,83,82,75,72,Senior,Good Player
Adán,81,81,35,Sporting CP,Spain,GK,2900000,9000,79,82,78,80,55,83,Senior,Good Player
G. Bale,81,81,32,Los Angeles FC,Wales,"RW,RM",20500000,14000,80,84,81,79,55,69,Senior,Good Player
J. Vertonghen,81,81,35,RSC Anderlecht,Belgium,CB,7000000,21000,69,62,72,67,83,78,Senior,Good Player
C. Vela,81,81,33,Los Angeles FC,Mexico,"RW,LW,CAM",16000000,14000,77,79,76,83,30,64,Senior,Good Player
João Moutinho,81,81,35,Wolverhampton Wanderers,Portugal,CM,10500000,70000,47,71,84,79,71,66,Senior,Good Player
Pepe,81,81,39,FC Porto,Portugal,CB,4600000,12000,77,51,60,61,81,87,Senior,Good Player
G. Lo Celso,81,83,26,Villarreal CF,Argentina,"CM,ST,LM",31500000,100000,71,75,83,84,68,72,Adult,Good Player
Oscar,81,81,30,Shanghai Port FC,Brazil,"CAM,CM,LW",25000000,28000,79,78,82,83,59,67,Senior,Good Player
J. Gomez,81,86,25,Liverpool,England,"CB,RB",34000000,100000,80,30,67,69,81,78,Adult,Good Player
José Sá,81,82,29,Wolverhampton Wanderers,Portugal,GK,20000000,74000,83,78,73,83,52,79,Adult,Good Player
Borja Iglesias,81,81,29,Real Betis Balompié,Spain,ST,25500000,36000,66,82,65,74,40,81,Adult,Good Player
J. Ward-Prowse,81,82,27,Southampton,England,CM,29500000,69000,59,74,86,78,67,73,Adult,Good Player
L. Ocampos,81,81,27,Ajax,Argentina,"RW,LW",27500000,39000,80,81,77,82,62,83,Adult,Good Player
E. Višća,81,81,32,Trabzonspor,Bosnia and Herzegovina,"RM,RW",20500000,48000,87,78,78,82,47,64,Senior,Good Player
T. Savanier,81,81,30,Montpellier Hérault SC,France,"CAM,CM",25000000,33000,64,76,84,83,69,68,Senior,Good Player
E. Forsberg,81,81,30,RB Leipzig,Sweden,"CAM,CF,ST",25000000,62000,71,73,83,83,35,62,Senior,Good Player
Lucas Vázquez,81,81,31,Real Madrid CF,Spain,"RB,RW",18500000,140000,82,73,79,80,73,69,Senior,Good Player
G. Laborde,81,81,28,OGC Nice,France,ST,26500000,61000,74,81,76,79,40,79,Adult,Good Player
J. Hofmann,81,81,29,Borussia Mönchengladbach,Germany,"CAM,RM,LM",25500000,40000,73,76,80,80,64,72,Adult,Good Player
N. Tagliafico,81,81,29,Olympique Lyonnais,Argentina,LB,22500000,72000,80,56,72,75,80,80,Adult,Good Player
K. Demirbay,81,81,28,Bayer 04 Leverkusen,Germany,"CM,CDM,CAM",25500000,65000,69,76,81,82,71,72,Adult,Good Player
O. Vlachodimos,81,83,28,SL Benfica,Greece,GK,22000000,15000,84,78,67,84,43,78,Adult,Good Player
V. Grifo,81,81,29,Sport-Club Freiburg,Italy,"LM,CF",25500000,40000,74,75,80,81,40,63,Adult,Good Player
R. Andrich,81,82,27,Bayer 04 Leverkusen,Germany,"CDM,CM",26500000,57000,63,76,76,73,79,85,Adult,Good Player
R. Le Normand,81,86,25,Real Sociedad,France,CB,34000000,36000,63,25,53,58,83,80,Adult,Good Player
Ricardo Horta,81,81,27,SC Braga,Portugal,"CF,ST,LW",28000000,23000,79,82,79,80,43,70,Adult,Good Player
S. Lobotka,81,82,27,Napoli,Slovakia,"CM,CDM",29500000,64000,71,68,79,81,73,70,Adult,Good Player
K. Phillips,81,85,26,Manchester City,England,"CDM,CM",32000000,120000,66,65,77,76,79,82,Adult,Good Player
M. Uribe,81,81,31,FC Porto,Colombia,"CM,CDM",21000000,19000,75,76,75,79,80,82,Senior,Good Player
L. Torreira,81,83,26,Galatasaray SK,Uruguay,"CDM,CM",28500000,73000,72,70,76,80,78,76,Adult,Good Player
M. Pašalić,81,81,27,Atalanta,Croatia,"CAM,CF,CM",27500000,60000,75,79,76,80,67,77,Adult,Good Player
N. Keïta,81,82,27,Liverpool,Guinea,CM,29500000,115000,69,74,76,86,69,68,Adult,Good Player
C. Tolisso,81,81,27,Olympique Lyonnais,France,"CM,CDM",27500000,75000,69,78,77,79,77,77,Adult,Good Player
H. Lozano,81,81,26,Napoli,Mexico,RW,28000000,69000,93,76,72,82,41,62,Adult,Good Player
M. Politano,81,81,28,Napoli,Italy,"RW,RM",26000000,72000,83,77,78,84,42,55,Adult,Good Player
A. Saint-Maximin,81,83,25,Newcastle United,France,LM,32500000,95000,90,73,73,88,27,68,Adult,Good Player
S. Fofana,81,81,27,Racing Club de Lens,Côte d'Ivoire,CM,27500000,43000,73,74,75,80,73,85,Adult,Good Player
Iñaki Williams,81,81,28,Athletic Club de Bilbao,Ghana,ST,26500000,40000,94,78,72,78,38,83,Adult,Good Player
J. Musso,81,82,28,Atalanta,Argentina,GK,20500000,47000,82,78,73,86,44,82,Adult,Good Player
B. Bourigeaud,81,81,28,Stade Rennais FC,France,"RW,RM,LM",26000000,66000,76,77,83,81,66,76,Adult,Good Player
Y. En-Nesyri,80,85,25,Sevilla FC,Morocco,ST,31500000,35000,78,80,59,74,35,76,Adult,Good Player
Javi Galán,80,80,27,RC Celta de Vigo,Spain,LB,20500000,28000,78,55,74,82,75,71,Adult,Good Player
F. Neuhaus,80,84,25,Borussia Mönchengladbach,Germany,CM,29000000,34000,68,73,79,80,66,67,Adult,Good Player
H. Barnes,80,83,24,Leicester City,England,"LM,LW",29000000,77000,86,77,75,81,45,64,Adult,Good Player
A. Isak,80,85,22,Newcastle United,Sweden,ST,33000000,90000,83,79,68,83,29,68,Young,Good Player
L. Sinisterra,80,86,23,Leeds United,Colombia,"LW,LM",33500000,48000,89,73,72,85,53,63,Adult,Good Player
X. Schlager,80,84,24,RB Leipzig,Austria,"CDM,CM",27500000,46000,67,70,73,77,73,81,Adult,Good Player
D. Kamada,80,82,25,Eintracht Frankfurt,Japan,"CAM,CF",26500000,34000,74,68,79,83,46,61,Adult,Good Player
M. Arambarri,80,85,26,Getafe CF,Uruguay,"CDM,CM",28000000,32000,61,64,73,73,78,77,Adult,Good Player
A. Lafont,80,85,23,FC Nantes,France,GK,25500000,21000,83,77,68,86,47,77,Adult,Good Player
Maikel Catarino,80,80,26,Sport Club Corinthians Paulista,Brazil,"RB,RM",21000000,34000,76,51,70,77,77,70,Adult,Good Player
Renato Sanches,80,85,24,Paris Saint-Germain,Portugal,"CM,RM",31500000,72000,83,74,77,84,72,84,Adult,Good Player
Arthur,80,82,25,Liverpool,Brazil,"CM,CDM",26500000,100000,71,65,80,86,72,69,Adult,Good Player
Tony Abranjes,80,80,34,Internacional,Brazil,CB,7000000,32000,67,39,55,58,81,85,Senior,Good Player
Laure Santeiro,80,80,22,Fluminense,Brazil,"CAM,LM,LW",25000000,27000,80,72,77,82,26,45,Young,Good Player
Héniton Pires,80,80,26,Flamengo,Brazil,GK,16500000,35000,81,75,78,79,41,81,Adult,Good Player
M. Guendouzi,80,86,23,Olympique de Marseille,France,"CM,CDM",33000000,41000,73,66,79,77,77,80,Adult,Good Player
L. Bailey,80,83,24,Aston Villa,Jamaica,"RM,RW,LW",29000000,77000,92,78,74,83,33,61,Adult,Good Player
A. Wan-Bissaka,80,83,24,Manchester United,England,RB,26500000,90000,82,50,66,75,78,73,Adult,Good Player
D. Sow,80,82,25,Eintracht Frankfurt,Switzerland,"CM,CDM",26500000,34000,77,69,77,78,77,80,Adult,Good Player
Mario Hermoso,80,82,27,Atlético de Madrid,Spain,"CB,LB",22500000,53000,75,49,73,71,81,80,Adult,Good Player
D. Calabria,80,83,25,AC Milan,Italy,RB,25500000,60000,79,57,70,74,79,73,Adult,Good Player
E. Álvarez,80,84,24,Ajax,Mexico,"CDM,CM",27500000,17000,71,57,67,69,82,86,Adult,Good Player
T. Koopmeiners,80,84,24,Atalanta,Netherlands,"CM,CDM",30000000,49000,70,72,80,76,76,77,Adult,Good Player
B. Kamara,80,86,22,Aston Villa,France,CDM,31000000,69000,70,54,71,73,80,79,Young,Good Player
V. Tsygankov,80,85,24,Dynamo Kyiv,Ukraine,RM,32000000,1000,85,74,78,80,46,59,Adult,Good Player
M. Dmitrović,80,81,30,Sevilla FC,Serbia,GK,16000000,25000,77,79,78,81,37,80,Senior,Good Player
I. McAdoo,80,83,26,AFC Richmond,England,CB,24500000,54000,63,62,55,56,81,83,Adult,Good Player
J. Frimpong,80,86,21,Bayer 04 Leverkusen,Netherlands,"RB,RWB",31500000,38000,94,54,73,83,72,70,Young,Good Player
Nuno Mendes,80,88,20,Paris Saint-Germain,Portugal,"LB,LWB",44000000,54000,89,57,73,78,74,73,Young,Good Player
S. Botman,80,86,22,Newcastle United,Netherlands,CB,31000000,74000,58,37,60,62,80,84,Young,Good Player
J. Timber,80,88,21,Ajax,Netherlands,"CB,RB",44500000,14000,82,47,67,77,81,81,Young,Good Player
Renan Lodi,80,85,24,Nottingham Forest,Brazil,"LB,LM",29500000,46000,83,68,76,80,74,75,Adult,Good Player
Reguilón,80,83,25,Atlético de Madrid,Spain,"LWB,LB",25500000,82000,83,57,74,78,77,69,Adult,Good Player
V. Coufal,80,80,29,West Ham United,Czech Republic,"RB,RWB",18500000,73000,73,56,73,75,78,81,Adult,Good Player
A. Rrahmani,80,80,28,Napoli,Kosovo,CB,18000000,57000,61,51,58,61,82,80,Adult,Good Player
S. McTominay,80,83,25,Manchester United,Scotland,"CDM,CM",25000000,100000,63,74,74,75,78,85,Adult,Good Player
L. Majer,80,85,24,Stade Rennais FC,Croatia,CM,31500000,47000,69,73,81,83,60,67,Adult,Good Player
W. Saliba,80,87,21,Arsenal,France,CB,40000000,58000,78,39,67,71,80,79,Young,Good Player
D. Livaković,80,83,27,Dinamo Zagreb,Croatia,GK,20500000,1000,80,76,71,84,56,77,Adult,Good Player
R. Baku,80,84,24,VfL Wolfsburg,Germany,"RM,RB,CM",30000000,46000,82,73,73,81,70,78,Adult,Good Player
N. González,80,85,24,Fiorentina,Argentina,"RW,LW",32000000,58000,87,73,73,83,45,64,Adult,Good Player
E. Smith Rowe,80,87,21,Arsenal,England,"LM,CAM",43000000,65000,78,71,76,81,32,61,Young,Good Player
J. Clauss,80,80,29,Olympique de Marseille,France,RWB,18500000,45000,84,69,76,78,69,70,Adult,Good Player
W. McKennie,80,85,23,Juventus,United States,"CM,LM",31500000,90000,82,74,76,80,78,83,Adult,Good Player
N. Milenković,80,85,24,Fiorentina,Serbia,CB,29000000,48000,64,45,62,62,81,83,Adult,Good Player
N. Aguerd,80,83,26,West Ham United,Morocco,CB,24500000,70000,73,50,64,65,80,77,Adult,Good Player
Nélson Semedo,80,80,28,Wolverhampton Wanderers,Portugal,"RWB,RB",19000000,84000,83,57,69,80,75,74,Adult,Good Player
C. Aránguiz,80,80,33,Bayer 04 Leverkusen,Chile,"CDM,CM",10500000,53000,46,71,79,77,76,71,Senior,Good Player
Lucas Moura,80,80,29,Tottenham Hotspur,Brazil,RW,20500000,105000,89,77,70,85,46,68,Adult,Good Player
Jonathan Viera,80,80,32,Unión Deportiva Las Palmas,Spain,"CAM,CM,LM",16500000,14000,80,75,79,81,63,72,Senior,Good Player
Danilo,80,80,30,Juventus,Brazil,RB,18000000,95000,72,67,73,74,81,79,Senior,Good Player
Sergi Roberto,80,80,30,FC Barcelona,Spain,"RB,CM",18000000,125000,74,63,79,77,75,72,Senior,Good Player
Allan,80,80,31,Everton,Brazil,"CDM,CM",15000000,46000,70,69,73,79,79,77,Senior,Good Player
J. Cillessen,80,80,33,N.E.C. Nijmegen,Netherlands,GK,7000000,13000,80,79,78,76,54,80,Senior,Good Player
H. Vanaken,80,80,29,Club Brugge KV,Belgium,"CM,CAM",20500000,34000,44,79,81,76,59,74,Adult,Good Player
S. Ortega,80,80,29,Manchester City,Germany,GK,14500000,95000,76,74,86,85,52,80,Adult,Good Player
Danilo Pereira,80,80,30,Paris Saint-Germain,Portugal,"CDM,CM",17500000,76000,56,63,70,71,79,85,Senior,Good Player
Morata,80,80,29,Atlético de Madrid,Spain,ST,21000000,66000,80,78,72,78,31,77,Adult,Good Player
L. Shaw,80,81,26,Manchester United,England,LB,22500000,105000,76,54,78,78,79,78,Adult,Good Player
C. Biraghi,80,80,29,Fiorentina,Italy,LB,18500000,58000,76,69,78,77,77,76,Adult,Good Player
E. Dier,80,81,28,Tottenham Hotspur,England,CB,20000000,90000,54,64,70,65,80,84,Adult,Good Player
Deulofeu,80,80,28,Udinese Calcio,Spain,"CF,ST",21500000,26000,90,79,75,83,30,66,Adult,Good Player
T. Hazard,80,80,29,Borussia Dortmund,Belgium,"LM,CF",20500000,54000,75,76,79,83,53,65,Adult,Good Player
T. Vaclík,80,80,33,Free agent,Czech Republic,GK,0,0,78,75,74,83,40,82,Senior,Good Player
Edgar Badia,80,81,30,Elche CF,Spain,GK,16000000,20000,78,77,77,83,44,78,Senior,Good Player
K. Zouma,80,82,27,West Ham United,France,CB,22500000,70000,62,51,62,56,80,84,Adult,Good Player
M. Sabitzer,80,80,28,FC Bayern München,Austria,"CM,CDM,CAM",21000000,67000,72,81,79,79,66,76,Adult,Good Player
K. Kampl,80,80,31,RB Leipzig,Slovenia,"CM,CDM",17500000,58000,69,66,81,83,62,62,Senior,Good Player
